Time,AE,EC,M,O
3696.305,25511.76471,-6.49E-07,0.042208363,1
3696.807879,25457.57576,-6.60E-07,0.052739321,1
3697.304545,20572.72727,-6.52E-07,0.055258488,1
3697.801515,28772.72727,-6.57E-07,0.039647317,1
3698.305294,20635.29412,-6.64E-07,0.064809709,1
3698.807576,27860.60606,-6.51E-07,0.037360716,1
3699.302727,22718.18182,-6.66E-07,0.058728003,1
3699.805294,24438.23529,-6.62E-07,0.048420269,1
3700.309091,26739.39394,-6.68E-07,0.045713764,1
3700.806061,20345.45455,-6.65E-07,0.061514056,1
3701.302424,27224.24242,-6.63E-07,0.036463308,1
3701.805,20370.58824,-6.74E-07,0.063470588,1
3702.307576,26309.09091,-6.65E-07,0.042027382,1
3702.802424,24542.42424,-6.79E-07,0.052026652,1
3703.297879,20239.39394,-6.74E-07,0.055972618,1
3703.802941,29505.88235,-6.75E-07,0.039735648,1
3704.312813,20353.125,-6.73E-07,0.065211597,1
3704.802424,27151.51515,-6.53E-07,0.037554217,1
3705.305,23108.82353,-6.62E-07,0.058383416,1
3705.807576,23612.12121,-6.52E-07,0.048556773,1
3706.302727,28160.60606,-6.53E-07,0.045083242,1
3706.799394,19900,-6.54E-07,0.061924425,1
3707.303529,27100,-6.45E-07,0.036695252,1
3707.80697,22284.84848,-6.56E-07,0.063569551,1
3708.302424,27124.24242,-6.40E-07,0.042541439,1
3708.805,25152.94118,-6.42E-07,0.051949681,1
3709.307576,21009.09091,-6.36E-07,0.055311062,1
3709.802727,29251.51515,-6.36E-07,0.039552026,1
3710.305294,21073.52941,-6.42E-07,0.06473494,1
3710.81,27718.18182,-6.31E-07,0.037160277,1
3711.306667,22636.36364,-6.38E-07,0.058614093,1
3711.802424,23630.30303,-6.28E-07,0.048870756,1
3712.305294,27108.82353,-6.34E-07,0.045287385,1
3712.807576,19727.27273,-6.37E-07,0.061507119,1
3713.302727,27212.12121,-6.35E-07,0.036679445,1
3713.799394,21233.33333,-6.44E-07,0.063424242,1
3714.303529,26938.23529,-6.29E-07,0.042639972,1
3714.807576,25484.84848,-6.40E-07,0.052060241,1
3715.302727,21151.51515,-6.39E-07,0.055698065,1
3715.805,28208.82353,-6.37E-07,0.039892984,1
3716.308182,21627.27273,-6.43E-07,0.064884995,1
3716.802727,26175.75758,-6.33E-07,0.0374728,1
3717.300303,23524.24242,-6.42E-07,0.058322745,1
3717.804412,24379.41176,-6.33E-07,0.048841956,1
3718.307576,28087.87879,-6.37E-07,0.045303395,1
3718.802424,19915.15152,-6.36E-07,0.061822928,1
3719.305294,27447.05882,-6.30E-07,0.036794826,1
3719.807879,21427.27273,-6.39E-07,0.063721066,1
3720.303939,26351.51515,-6.33E-07,0.042274553,1
3720.801212,24872.72727,-6.42E-07,0.051808689,1
3721.305,19779.41176,-6.37E-07,0.055481928,1
3721.807576,28184.84848,-6.36E-07,0.0397908,1
3722.302424,21136.36364,-6.32E-07,0.064929171,1
3722.805294,26947.05882,-6.22E-07,0.037719348,1
3723.305625,23656.25,-6.29E-07,0.058708208,1
3723.804848,23881.81818,-6.24E-07,0.048663381,1
3724.302424,28733.33333,-6.23E-07,0.045029208,1
3724.805,19661.76471,-6.24E-07,0.061494685,1
3725.307879,27587.87879,-6.19E-07,0.036817452,1
3725.802424,21557.57576,-6.32E-07,0.063328587,1
3726.305,26950,-6.15E-07,0.042349043,1
3726.808485,24915.15152,-6.26E-07,0.052292077,1
3727.304848,20745.45455,-6.25E-07,0.055484483,1
3727.800909,28430.30303,-6.28E-07,0.039416575,1
3728.305,21270.58824,-6.34E-07,0.064678242,1
3728.807576,27118.18182,-6.27E-07,0.037454546,1
3729.302727,23493.93939,-6.32E-07,0.058502373,1
3729.805,24179.41176,-6.22E-07,0.048449327,1
3730.308182,28475.75758,-6.23E-07,0.045487769,1
3730.805455,19457.57576,-6.25E-07,0.061555677,1
3731.302121,27051.51515,-6.18E-07,0.036441767,1
3731.805294,21026.47059,-6.28E-07,0.06308292,1
3732.307576,25993.93939,-6.21E-07,0.041883169,1
3732.802424,25124.24242,-6.28E-07,0.051799197,1
3733.305882,20214.70588,-6.16E-07,0.054998582,1
3733.809394,28478.78788,-6.16E-07,0.03951077,1
3734.306667,21172.72727,-6.22E-07,0.064771449,1
3734.802424,26166.66667,-6.17E-07,0.037368748,1
3735.305,24264.70588,-6.25E-07,0.058262934,1
3735.807576,23745.45455,-6.19E-07,0.048176342,1
3736.30303,27993.93939,-6.26E-07,0.045003651,1
3736.798788,19330.30303,-6.29E-07,0.061645491,1
3737.302941,28120.58824,-6.28E-07,0.03654961,1
3737.807576,21287.87879,-6.36E-07,0.063407813,1
3738.302424,27630.30303,-6.24E-07,0.042175611,1
3738.805294,24652.94118,-6.33E-07,0.051836286,1
3739.308182,21872.72727,-6.30E-07,0.055171595,1
3739.802727,28703.0303,-6.32E-07,0.039468784,1
3740.3,20703.0303,-6.36E-07,0.065081782,1
3740.804706,26614.70588,-6.29E-07,0.037661233,1
3741.307576,22890.90909,-6.45E-07,0.058423147,1
3741.802727,23060.60606,-6.36E-07,0.048794085,1
3742.305,27529.41176,-6.37E-07,0.04516584,1
3742.808182,19278.78788,-6.39E-07,0.061316904,1
3743.303333,27006.06061,-6.31E-07,0.036345746,1
3743.798485,21163.63636,-6.46E-07,0.063313253,1
3744.303824,26211.76471,-6.30E-07,0.042503189,1
3744.807576,25348.48485,-6.33E-07,0.0519069,1
3745.302727,20972.72727,-6.29E-07,0.055582329,1
3745.805,28217.64706,-6.24E-07,0.039721829,1
3746.307879,21075.75758,-6.28E-07,0.064870756,1
3746.80303,26160.60606,-6.19E-07,0.037370573,1
3747.298182,24421.21212,-6.31E-07,0.058101497,1
3747.803824,23447.05882,-6.22E-07,0.048804394,1
3748.307576,28127.27273,-6.27E-07,0.045211026,1
3748.802424,19409.09091,-6.28E-07,0.061803213,1
3749.305294,27558.82353,-6.16E-07,0.036663359,1
3749.808182,21300,-6.27E-07,0.063606426,1
3750.303636,27748.48485,-6.17E-07,0.042272362,1
3750.800303,24957.57576,-6.28E-07,0.051529755,1
3751.305,20147.05882,-6.25E-07,0.055415663,1
3751.807576,28557.57576,-6.23E-07,0.039587806,1
3752.302424,20469.69697,-6.26E-07,0.064862724,1
3752.805,26402.94118,-6.19E-07,0.03765769,1
3753.307879,22857.57576,-6.30E-07,0.05858452,1
3753.805455,23739.39394,-6.21E-07,0.048575027,1
3754.301515,28184.84848,-6.25E-07,0.044657539,1
3754.805,20129.41176,-6.27E-07,0.061411056,1
3755.307879,27721.21212,-6.21E-07,0.036448339,1
3755.802424,21669.69697,-6.28E-07,0.063142023,1
3756.297879,26530.30303,-6.22E-07,0.042411464,1
3756.801471,25055.88235,-6.24E-07,0.051570872,1
3757.305455,21021.21212,-6.25E-07,0.05528368,1
3757.802424,28481.81818,-6.21E-07,0.03926506,1
3758.305,20944.11765,-6.30E-07,0.064462083,1
3758.807576,26957.57576,-6.23E-07,0.037292808,1
3759.302424,23739.39394,-6.30E-07,0.05830376,1
3759.805588,24552.94118,-6.17E-07,0.048467399,1
3760.307879,27103.0303,-6.25E-07,0.045216137,1
3760.804242,19936.36364,-6.25E-07,0.061409273,1
3761.301212,27603.0303,-6.20E-07,0.036430814,1
3761.805,21100,-6.26E-07,0.062904323,1
3762.307576,26172.72727,-6.18E-07,0.041879883,1
3762.802424,25551.51515,-6.24E-07,0.051614823,1
3763.297576,20127.27273,-6.22E-07,0.0556433,1
3763.801471,28000,-6.22E-07,0.039577605,1
3764.304848,21054.54545,-6.28E-07,0.064560423,1
3764.802424,27990.90909,-6.19E-07,0.037479372,1
3765.305294,23185.29412,-6.31E-07,0.058176471,1
3765.807576,24960.60606,-6.20E-07,0.048278204,1
3766.302424,27709.09091,-6.22E-07,0.044856882,1
3766.805,20620.58824,-6.24E-07,0.060976258,1
3767.309697,26457.57576,-6.27E-07,0.03652939,1
3767.806061,22030.30303,-6.35E-07,0.063051114,1
3768.302424,26933.33333,-6.23E-07,0.042285141,1
3768.805294,25570.58824,-6.32E-07,0.051848335,1
3769.307576,20903.0303,-6.28E-07,0.055179993,1
3769.80303,29348.48485,-6.23E-07,0.039309967,1
3770.298485,19560.60606,-6.33E-07,0.064729463,1
3770.802647,27300,-6.21E-07,0.037724663,1
3771.307273,22575.75758,-6.35E-07,0.05835816,1
3771.802424,23166.66667,-6.24E-07,0.04871705,1
3772.305,28052.94118,-6.23E-07,0.045186747,1
3772.807879,19363.63636,-6.26E-07,0.061344651,1
3773.302424,27196.9697,-6.17E-07,0.036431909,1
3773.799394,21266.66667,-6.25E-07,0.062964221,1
3774.303824,26282.35294,-6.16E-07,0.042529412,1
3774.807576,25954.54545,-6.23E-07,0.051937568,1
3775.302424,21151.51515,-6.21E-07,0.055629427,1
3775.805,28941.17647,-6.21E-07,0.039683203,1
3776.307576,20990.90909,-6.25E-07,0.064794085,1
3776.803636,28048.48485,-6.17E-07,0.037550566,1
3777.299091,23475.75758,-6.23E-07,0.058095655,1
3777.802941,24752.94118,-6.16E-07,0.048825301,1
3778.307273,27193.93939,-6.17E-07,0.045284776,1
3778.802424,20533.33333,-6.19E-07,0.061752464,1
3779.305294,27426.47059,-6.16E-07,0.036824947,1
3779.807576,21654.54545,-6.28E-07,0.063533406,1
3780.304242,26366.66667,-6.21E-07,0.042420591,1
3780.799697,25221.21212,-6.26E-07,0.051580139,1
3781.303824,19364.70588,-6.23E-07,0.055586109,1
3781.807576,27800,-6.23E-07,0.039715955,1
3782.302424,20790.90909,-6.30E-07,0.065139832,1
3782.805588,26735.29412,-6.21E-07,0.03781786,1
3783.307576,22987.87879,-6.32E-07,0.058709018,1
3783.803333,23600,-6.24E-07,0.048833151,1
3784.300303,27475.75758,-6.28E-07,0.044926981,1
3784.805,20708.82353,-6.28E-07,0.061493976,1
3785.307576,27057.57576,-6.22E-07,0.036670683,1
3785.802424,21751.51515,-6.29E-07,0.063461847,1
